order_id,product_id,qty,item_price
OFA2M0Y6D,PQSK6EODB,3,51.36
OFA2M0Y6D,PEV2QP6B8,3,44.36
OFA2M0Y6D,PT3Q5GEPK,1,16.79
OFA2M0Y6D,PLOI0JAS6,3,52.83
OFA2M0Y6D,PJUE8Q53M,3,25.81
O5YDJPJFE,PMDR1A54H,1,40.07
O5YDJPJFE,PPZOY3DXW,1,52.46
O5YDJPJFE,P9UAH5PSJ,3,45.26
O5YDJPJFE,PQ92MX2QJ,3,61.88
ORI3ZH100,PULLHPDMF,3,47.72
ORI3ZH100,PQW6GBKFV,1,23.21
ORI3ZH100,PG6VMO2LN,2,27.8
O74FUYUGK,PE1FUZ9XH,2,84.83
O1NF53AR6,PDTBCMHPO,3,41.3
O1NF53AR6,PZD3ZOCZJ,3,47.33
O1NF53AR6,PSKX15B5N,1,30.14
O1NF53AR6,PZD3ZOCZJ,3,47.33
O89ZEDFVK,PHMWFEFMT,3,37.72
O89ZEDFVK,PMURR3BTM,3,47.82
OMOHRSRGJ,P1LAPF5J5,1,65.44
OLN08FYFC,PCU8FMGPI,1,48.92
OLN08FYFC,P4NCEP3PP,1,12.39
OLN08FYFC,PEV2QP6B8,1,44.36
OLN08FYFC,PP949RVCB,1,63.1
OLN08FYFC,PDA0IC8EL,1,31.3
O3E8WQAYN,PQF92N3QM,3,56.26
O3E8WQAYN,P1LAPF5J5,2,65.44
O3E8WQAYN,PNUDYW970,1,62.5
O3E8WQAYN,PI7FRTYT8,3,57.87
O3E8WQAYN,P0IW9KAXW,1,43.9
OY4R1IC6J,P00W40R9K,1,49.52
OY4R1IC6J,PBQD2QR4E,1,29.56
OY4R1IC6J,PZI3HVJSG,1,47.79
OPYVXDGKL,PZ2CXWUF9,1,74.88
OPYVXDGKL,P2CZ6NYV8,3,34.28
OPYVXDGKL,PPRVL2L4D,2,41.58
OGU0FCF11,PD29OF8WS,2,48.45
OGU0FCF11,PEWMRG4E7,2,22.35
OUXHR6V4G,P2VG1IWU2,2,89.16
OUXHR6V4G,PQMQH81NX,1,68.73
OUXHR6V4G,PMGVMCV7Y,3,39.39
OPDGPEBOA,PQF92N3QM,2,56.26
OPDGPEBOA,PDSKXEEES,1,54.23
OPDGPEBOA,P667EUNMD,2,39.67
OADN15FH0,PNUDYW970,1,62.5
OADN15FH0,P00W40R9K,3,49.52
OADN15FH0,PDATN73LM,2,36.88
O4CFODHPB,PNL6Z6R0E,1,46.02
OOHB1ODSM,PH5REB6SO,1,85.25
OOHB1ODSM,POZQGPPEF,1,26.87
O80A6EVTG,PS10BA9M3,3,71.92
O80A6EVTG,PK3610R9V,3,56.26
O80A6EVTG,PX3QVAA2V,1,120.96
O80A6EVTG,PZ4A98ZQ2,3,51.5
O80A6EVTG,P46N79L2S,2,17.27
O8I7EPVSI,PI1XB0Z9D,1,44.61
O8I7EPVSI,PMFHBT9U3,1,26.31
O9DESTAP4,PGCZQ85XJ,1,77.6
O9DESTAP4,PB8F2Q5QK,3,63.67
ODSEJI03S,PULLHPDMF,3,47.72
O4RR4D1ZL,PHR22X1R8,1,75.16
OKNQNWUW5,PFJULE9V4,1,57.38
OKNQNWUW5,PP7ZR9W51,2,61.67
OPHNB289L,PVG691HIN,1,21.81
OPHNB289L,P6IJM4NPB,1,71.01
OPHNB289L,P15ZVBQ89,3,64.41
OKNXPR0OG,P71G71YLQ,2,45.12
OKNXPR0OG,PMQ6Q6QXL,3,35.09
OF5AURF5E,PY1IECLAO,2,66.26
OF5AURF5E,PYU97YBYS,2,44.03
OX9H663PF,P2VG1IWU2,2,89.16
OSQELS76C,PVEO6QKZ8,1,76.62
O0UPZQ8JI,P9JBVW13M,2,39.92
O0H1ZJ8OQ,PT91CJINX,3,54.01
O0H1ZJ8OQ,PDXNVDCL1,1,43.34
O0H1ZJ8OQ,P1KCGLNXL,2,32.97
O9QY2KQ5F,POZQGPPEF,3,26.87
ONGRR21U2,PBN6J2QU0,2,54.28
O1CM3229P,PQYL1BI0F,2,40.6
O1CM3229P,PY72NS3DU,2,157.88
OFJGIX7I9,PKRW2EWAF,1,39.78
OFJGIX7I9,PD402JJ43,1,41.27
OFHZK3CD3,PSVQBI3F6,2,25.94
ODYTKM5UG,P4CBM0G5F,3,81.29
OIWTEJC11,PLZGUV52F,3,124.78
OIWTEJC11,PHR22X1R8,3,75.16
OIWTEJC11,PITG650EO,1,35.22
OEQTPBQS7,PF1EALY1T,1,40.63
OEQTPBQS7,PTVUY3PTN,2,91.12
OEQTPBQS7,PHVQSNMMV,2,61.96
OYD6TKT24,PX4BTJ10R,2,60.71
OEP12VIAM,P0QDP3RLZ,3,40.88
O3DI3U7QF,PQQ2Y05JB,2,41.86
OMGW3QJU4,PMVEGYWT6,2,68.9
OMGW3QJU4,P4NCEP3PP,2,12.39
OMGW3QJU4,PGCZQ85XJ,2,77.6
OLGJXT38Q,P8ZSCG5QO,1,68.56
OLGJXT38Q,PNJUJKJL3,1,73.8
OLGJXT38Q,PFL5IN04D,2,42.75
OS2Z51VXP,PQ3HI3PR2,2,146.3
OS2Z51VXP,PXMT073KM,1,24.85
OS2Z51VXP,PYOKIYCYT,1,54.34
OS2Z51VXP,PNLF8ORPB,3,104.0
OEYI8YX2Z,P485FP53X,1,67.74
OEYI8YX2Z,PKQPD826S,3,77.6
OLAVUZ48C,PBI0RS00Q,3,26.29
OFFAVR568,PUK97LXPL,2,53.65
OFFAVR568,PBI0RS00Q,1,26.29
OFFAVR568,PYUQYJZRS,2,43.38
OFFAVR568,PQ9AZMZ3P,3,41.14
OFFAVR568,PQEC3F6Y6,3,34.76
OFFAVR568,PSO7U6JD5,1,55.58
O7QSDS09K,P7RPSS60B,3,44.37
O7QSDS09K,P42QO46D2,2,49.72
OF9VANPCY,PE1FUZ9XH,1,84.83
OWMUT42CL,PGXSZRDLR,1,43.36
OWMUT42CL,PWKUTGRAO,3,91.27
OQU5Q66PY,PPZOY3DXW,1,52.46
OQU5Q66PY,PMFHBT9U3,3,26.31
OB4ZCBFCI,PHJWBPHXR,2,70.1
OB4ZCBFCI,PKRW2EWAF,1,39.78
OWPHHPBZF,PC1IWNOFD,1,69.24
OKZW8XPT1,PMC7B3PEW,2,27.4
OKZW8XPT1,PA6RT4G7H,1,92.15
OA29ZC0P0,PVEO6QKZ8,1,76.62
O44KTLWJF,PEOODN6BQ,1,48.08
OXPSOL29W,PT3APIZUV,1,55.43
OLU0YX02N,PZD3ZOCZJ,1,47.33
OLU0YX02N,P3YC7JZ1B,3,69.35
OIIKSZYSJ,PR7RC21C2,1,49.64
OIIKSZYSJ,PGSSGB51W,1,70.2
OIIKSZYSJ,PG7FIZUQP,3,50.32
OIIKSZYSJ,P9UAH5PSJ,2,45.26
OIIKSZYSJ,P009MORPZ,1,28.74
OIIKSZYSJ,PHTRKL6NE,2,109.46
OIIKSZYSJ,PYL0L8CAN,3,31.7
OWFNYEL79,PU43RSXJS,3,83.83
OX1BEKJL3,PTLZHSH5X,1,69.17
OX1BEKJL3,PSVQBI3F6,1,25.94
OX1BEKJL3,PH25FES2M,1,67.05
OX1BEKJL3,P42QO46D2,1,49.72
OLYEONIN1,PPRVL2L4D,2,41.58
OLYEONIN1,PER01X30R,2,106.54
OUFSRXVPR,P7M1AJLAE,2,81.8
OUFSRXVPR,PDATN73LM,3,36.88
OUFSRXVPR,PNJUJKJL3,2,73.8
O28RJO6YT,P6ODPYN2Q,2,35.58
O5ZIQBDRE,PQEC3F6Y6,1,34.76
OH4XNUA1I,PK3LRO821,3,98.17
OH4XNUA1I,PEV2QP6B8,2,44.36
OFQE444O2,PFVP9NK3D,2,49.97
OFQE444O2,PB8PJD01E,1,106.71
OFQE444O2,PXCYSJZCL,1,44.52
OFQE444O2,PCJ3Y1WXM,2,123.41
O9EBSOMA8,PU8AR8VJJ,2,28.53
O9EBSOMA8,PADXIRHVA,2,74.53
OEUHX92JO,P2CZ6NYV8,2,34.28
OEUHX92JO,PGF60LK4W,1,44.48
OCBYLB44O,PRHRZQJWL,1,40.39
OCBYLB44O,PWNLLQ0DR,1,42.52
OJKJDZR01,PQYL1BI0F,1,40.6
OJKJDZR01,PSO7U6JD5,3,55.58
O170LJ10C,PT91CJINX,2,54.01
OE2PQBDQE,PHR22X1R8,1,75.16
OE2PQBDQE,PDL1TRTYK,1,48.8
OE2PQBDQE,P4KVZUVBL,2,63.38
OAL5CLAKH,PGCZQ85XJ,1,77.6
OAL5CLAKH,PY1IECLAO,1,66.26
OSPZUCU4E,PHO2WHAZP,1,80.39
OSPZUCU4E,PX4BTJ10R,3,60.71
OSPZUCU4E,PCPOJ8NAP,2,17.46
OSPZUCU4E,PY1IECLAO,2,66.26
OSPZUCU4E,POTG3ZUA5,1,60.43
OSPZUCU4E,PVEO6QKZ8,3,76.62
OG16OG5WM,P76LWCGX6,3,42.17
OG16OG5WM,PADXIRHVA,3,74.53
OG16OG5WM,PEV2QP6B8,3,44.36
O07MRHII6,PTLGX5NNU,3,47.51
O07MRHII6,PCJYFQQTH,1,36.35
O07MRHII6,PQSK6EODB,3,51.36
O07MRHII6,P4NY2AOZ7,1,34.46
O07MRHII6,PHO2WHAZP,2,80.39
O07MRHII6,PB8F2Q5QK,2,63.67
O07MRHII6,PT0ITP2VZ,2,43.61
O07MRHII6,PDA0IC8EL,3,31.3
OHJ3KVXAE,POTG3ZUA5,1,60.43
OHJ3KVXAE,P1KCGLNXL,1,32.97
OHJ3KVXAE,P4P82NPJR,3,67.39
O9Y5L6M6B,PDGCMFXUH,2,96.42
O9Y5L6M6B,PYUQYJZRS,1,43.38
O9Y5L6M6B,PND5FS4UJ,2,45.75
OL2PR0W3U,PWDAKG8V2,3,36.4
OL2PR0W3U,P4RKMEEQW,1,24.93
OL2PR0W3U,PD29OF8WS,1,48.45
O8JECBLDT,P46N79L2S,2,17.27
O8JECBLDT,PMQ6Q6QXL,2,35.09
OKNEEOYQ0,P9JBVW13M,3,39.92
OKNEEOYQ0,P1R8CGY9R,1,25.73
OKNEEOYQ0,P535IKAE3,2,73.44
OHHQBC3K4,PGF60LK4W,2,44.48
OHHQBC3K4,P3H5EQINZ,2,42.9
OHHQBC3K4,P1QB2QLBT,1,17.45
O8SV92RST,PHO2WHAZP,1,80.39
OYJV8MHL0,P3RHIAYIF,3,86.59
OYJV8MHL0,PO3UAUO3M,3,68.44
OYJV8MHL0,PCY7T5N9C,1,42.74
O78GLYNIO,PYU97YBYS,1,44.03
O78GLYNIO,P6ODPYN2Q,3,35.58
O78GLYNIO,PGYV3IH59,1,21.01
O78GLYNIO,PMDR1A54H,3,40.07
O78GLYNIO,PC1IWNOFD,2,69.24
O78GLYNIO,P4NY2AOZ7,2,34.46
ODKS82Z86,PSP3ER95F,3,26.48
O9PYCMRW4,PFBPUB5X5,1,89.18
O9PYCMRW4,PI88PO6EM,2,48.28
OCA1U8IHN,PPZOY3DXW,2,52.46
O00HQ5LO0,PQEC3F6Y6,2,34.76
OCJX4L5XC,PYUQYJZRS,3,43.38
OMFM76QSI,PO3UAUO3M,2,68.44
OMFM76QSI,PNJUJKJL3,3,73.8
OMFM76QSI,PWDAKG8V2,1,36.4
OMFM76QSI,P4BVPPUOC,2,43.77
OKQ22PH7Z,PAKYYJC6F,2,49.07
O2G8ME4J4,PQ8OTQSQH,2,46.94
O92I9VK32,P1R711YAV,1,55.94
OW0VJ3RBB,PADXIRHVA,2,74.53
OW0VJ3RBB,PGCZQ85XJ,1,77.6
OVYXZMGRY,PU43RSXJS,1,83.83
OVYXZMGRY,PF1EALY1T,3,40.63
OVYXZMGRY,PDGCMFXUH,2,96.42
OVYXZMGRY,PH5SA0POC,3,114.87
OVYXZMGRY,P4BVPPUOC,1,43.77
OU547IOVP,PL1GEZTGW,2,33.01
OU547IOVP,PAVN41S4Y,1,57.62
OB6UEUWM2,PTLGX5NNU,2,47.51
OB6UEUWM2,PQSK6EODB,3,51.36
OB6UEUWM2,PMGVMCV7Y,1,39.39
OB6UEUWM2,PQQ2Y05JB,1,41.86
O3OFH6RJM,P667EUNMD,1,39.67
O3OFH6RJM,PA6RT4G7H,1,92.15
O3OFH6RJM,P4TGOTMB0,1,35.53
O3OFH6RJM,PGF60LK4W,2,44.48
OTM6POG5U,PTM7V3ZSI,2,43.81
OTM6POG5U,PTP71XAPE,2,57.17
OU1M792BL,PIBPUWFHK,1,57.74
OU1M792BL,PTP71XAPE,1,57.17
OEUPAJ35Y,PX99XTW1E,1,38.1
OEUPAJ35Y,PTT7U356X,1,80.65
OEUPAJ35Y,PXUIL2CZJ,2,48.74
O80I9U7HV,PDA0IC8EL,1,31.3
O80I9U7HV,PXMT073KM,3,24.85
OKAXZKEZG,PITG650EO,1,35.22
OKAXZKEZG,P42QO46D2,3,49.72
OKAXZKEZG,PN2UAGJFQ,3,45.53
OKAXZKEZG,PGVQUJ2D9,3,90.32
OJ7VR1FCV,PQF92N3QM,1,56.26
OJ7VR1FCV,PCPOJ8NAP,1,17.46
OJ7VR1FCV,PCU8FMGPI,3,48.92
OG3TCGVHA,PB8PJD01E,3,106.71
OG3TCGVHA,PPBII9BKO,3,43.06
OVZPW2H1V,P8Y21Z5XM,1,39.13
OVZPW2H1V,PWNLLQ0DR,1,42.52
OVZPW2H1V,P42QO46D2,2,49.72
OSUG936L1,PQ8OTQSQH,1,46.94
OQO391XNR,P8ZSCG5QO,2,68.56
OQO391XNR,PSKX15B5N,2,30.14
OQO391XNR,PMGVMCV7Y,3,39.39
OQO391XNR,PQF92N3QM,3,56.26
OQO391XNR,PQMLDUS66,3,78.05
OXVYU1JRF,P58SQDZOX,2,108.96
OXVYU1JRF,PTLGX5NNU,1,47.51
OT7GAOEXF,P42QO46D2,2,49.72
OT7GAOEXF,PHO2WHAZP,3,80.39
O4DXKQF15,PI7FRTYT8,1,57.87
ON86DJ8BV,P4P82NPJR,3,67.39
OX8SJIBA1,PYUQYJZRS,1,43.38
OX8SJIBA1,PQ8OTQSQH,1,46.94
O6VOYO0YI,P3RHIAYIF,3,86.59
O520VHTCI,PNL6Z6R0E,2,46.02
O520VHTCI,PKB48W6ZM,3,47.82
O66WIHW7K,P9OOZ1CWT,3,50.6
O66WIHW7K,POTG3ZUA5,1,60.43
O66WIHW7K,PSO7U6JD5,2,55.58
OA4L8R46D,P4KVZUVBL,2,63.38
OXDOJONUE,PDL0QFGCW,3,119.63
OXDOJONUE,PSKX15B5N,1,30.14
OPRJYN99F,P3YC7JZ1B,1,69.35
OPRJYN99F,PX5JGZQUL,1,82.73
OCH1D6MQZ,P3RHIAYIF,1,86.59
OCH1D6MQZ,PTM7V3ZSI,1,43.81
O2P3BWH0A,P46N79L2S,2,17.27
O2P3BWH0A,P42QO46D2,3,49.72
O2P3BWH0A,P009MORPZ,2,28.74
O2P3BWH0A,PBP0ARHFP,1,100.52
O2P3BWH0A,P1R711YAV,2,55.94
OQ2O21STC,PL1GEZTGW,1,33.01
OQXDX44OJ,PVSWJKKW6,2,14.14
OQXDX44OJ,PHVUQOC1P,1,57.26
OQXDX44OJ,PBGUR2EVP,2,24.24
OQXDX44OJ,P1R8CGY9R,3,25.73
OQXDX44OJ,PIDNBS2T9,2,94.76
OATTKR66E,PN0PMK0CV,3,28.84
OATTKR66E,P7BJXMFQJ,2,40.87
OW5JQEUK9,P58SQDZOX,2,108.96
OW5JQEUK9,PFJULE9V4,2,57.38
OW5JQEUK9,PI75WW4E4,2,62.4
OW5JQEUK9,PN0PMK0CV,1,28.84
OW5JQEUK9,P009MORPZ,2,28.74
OW5JQEUK9,P7TM7G205,1,45.51
O4BPV6VEE,P9Q3ZR14O,2,168.18
O4BPV6VEE,PBP0ARHFP,3,100.52
O4BPV6VEE,PO3UAUO3M,3,68.44
O4BPV6VEE,PYOTD6ERS,3,92.21
OXTINQ970,PVG691HIN,3,21.81
OXTINQ970,PTVUY3PTN,1,91.12
OXTINQ970,PT0ITP2VZ,3,43.61
OIC8P8DB3,PR7RC21C2,1,49.64
OIC8P8DB3,PIBPUWFHK,2,57.74
OIC8P8DB3,P0LOGWY58,2,36.24
OTEAYKLHA,PX3QVAA2V,1,120.96
OTEAYKLHA,P4CBM0G5F,3,81.29
OTEAYKLHA,P71G71YLQ,2,45.12
OTEAYKLHA,PAL2MAIN6,1,55.23
OAAK6CD35,PTM7V3ZSI,3,43.81
OAAK6CD35,PAL2MAIN6,2,55.23
OAAK6CD35,P3YC7JZ1B,1,69.35
OAAK6CD35,PT89BCX85,3,59.16
O80AB7JY3,PT91CJINX,3,54.01
OV95I16U8,PG2MXVATI,1,32.28
O8LHZHPZN,PCY7T5N9C,2,42.74
OF3OZCEUW,PME5ZKAVO,1,37.92
OF3OZCEUW,PLZGUV52F,2,124.78
OF3OZCEUW,PND5FS4UJ,1,45.75
OF3OZCEUW,PW96OUCJ8,3,19.51
O0U24LDIL,PC4FHUS8J,2,41.37
OU3DQ6TB3,P2ET9KATX,1,88.76
OU3DQ6TB3,PDXNVDCL1,2,43.34
OU3DQ6TB3,PFBPUB5X5,1,89.18
OU3DQ6TB3,P7M1AJLAE,3,81.8
OQJIFU25Z,PCPOJ8NAP,1,17.46
OQJIFU25Z,PQJIHLO01,2,83.92
O2J9B90BF,PG7FIZUQP,2,50.32
O2J9B90BF,PH5REB6SO,2,85.25
O2J9B90BF,PVTQ6VL5N,2,47.24
OVHGUWWLA,PF1EALY1T,2,40.63
O64WKHZL8,P9UAH5PSJ,2,45.26
O9R4A84HY,P15ZVBQ89,3,64.41
O9R4A84HY,P9JBVW13M,1,39.92
OKK78Y3R3,P4JH3V05V,3,75.48
OKK78Y3R3,PPRVL2L4D,2,41.58
OAEEN5O8I,PLFJXU5TT,2,53.4
ON1Q4W93B,P1R711YAV,3,55.94
O97KN7PUH,PYXCW5EKP,1,23.65
OEP7D4VVJ,PGXSZRDLR,2,43.36
OEP7D4VVJ,PI7FRTYT8,3,57.87
OEP7D4VVJ,PN0PMK0CV,3,28.84
OQHRMMZLU,P78U2GUOU,3,74.65
OQHRMMZLU,PGCZQ85XJ,3,77.6
OQHRMMZLU,P7TM7G205,3,45.51
OQHRMMZLU,PMYIWCGWQ,1,58.51
OQHRMMZLU,P009MORPZ,3,28.74
OHDI5AVF2,P4KVZUVBL,1,63.38
OHBJK15J5,PJYZZK31D,2,34.61
OEFHM0HD4,P4CBM0G5F,1,81.29
OEFHM0HD4,PDGCMFXUH,1,96.42
OEFHM0HD4,PHTRKL6NE,3,109.46
OW9JEVHE2,PHZT5QVIL,3,55.8
O2QIYG7IU,PX1A3XVSX,2,31.07
O2QIYG7IU,PFL5IN04D,1,42.75
O0R7J8C6E,PTVUY3PTN,3,91.12
O0R7J8C6E,P6IJM4NPB,1,71.01
O68DZ48Q3,PN0PMK0CV,3,28.84
O68DZ48Q3,PMFHBT9U3,1,26.31
O68DZ48Q3,P4CBM0G5F,1,81.29
OLDA5M7BJ,PYOKIYCYT,2,54.34
OLDA5M7BJ,PG6VMO2LN,2,27.8
OLDA5M7BJ,P5K8I3EXX,1,72.66
OEJJBMDO7,PBCZC31UL,1,36.11
OFQUFKWFD,PH5SA0POC,1,114.87
OFQUFKWFD,PK3LRO821,1,98.17
OF2OD6PCQ,PSO7U6JD5,2,55.58
OF2OD6PCQ,PXUIL2CZJ,3,48.74
OF2OD6PCQ,PGYV3IH59,1,21.01
OF2OD6PCQ,P0IW9KAXW,1,43.9
OR5U3NMT9,PHTRKL6NE,2,109.46
OR5U3NMT9,PIYOV4JBG,1,53.21
OR5U3NMT9,PDTBCMHPO,3,41.3
OR5U3NMT9,PTBIHBU77,3,37.12
O2LWHR5D5,P3H5EQINZ,3,42.9
OO315QYI1,P1LAPF5J5,3,65.44
O8M7SVGOG,POS698FZ3,3,51.64
O8M7SVGOG,PPDSJCIA0,2,32.05
O8M7SVGOG,PKB48W6ZM,1,47.82
O8M7SVGOG,PCK69CE9D,3,57.63
O8M7SVGOG,P5K8I3EXX,1,72.66
O5IQ1AO7E,PGAR3KV0V,2,73.21
O5IQ1AO7E,PCPOJ8NAP,1,17.46
O5IQ1AO7E,PQSK6EODB,2,51.36
OINX17OOE,PNLF8ORPB,3,104.0
O7AOR0QD4,PQSK6EODB,3,51.36
O7AOR0QD4,PGXSZRDLR,1,43.36
O7AOR0QD4,PQQ2Y05JB,1,41.86
O7AOR0QD4,P9SDUP2N4,3,27.28
O9BL8M53M,PGF60LK4W,3,44.48
O1Z84WMX4,PHMWFEFMT,3,37.72
O4NCC0MBQ,PGF60LK4W,1,44.48
O4NCC0MBQ,PP949RVCB,1,63.1
ORS680OPZ,PN2WEA6Z2,3,46.75
ORS680OPZ,PFVP9NK3D,3,49.97
ORS680OPZ,PEV2QP6B8,3,44.36
OJGDZ2L97,PY1IECLAO,1,66.26
OJGDZ2L97,P2F7M5YG5,3,57.33
OJGDZ2L97,PDL0QFGCW,3,119.63
OJGDZ2L97,PYOKIYCYT,1,54.34
OY1Z5ZZ8O,P4NY2AOZ7,1,34.46
OY1Z5ZZ8O,PCPOJ8NAP,3,17.46
OY1Z5ZZ8O,PT3APIZUV,2,55.43
O9DKIEQAP,PF1EALY1T,2,40.63
O9DKIEQAP,P8DEWV7XW,2,61.57
O9DKIEQAP,PANG1FAN7,1,37.8
O62WYCYHQ,PNUDYW970,2,62.5
O62WYCYHQ,PG2MXVATI,3,32.28
O62WYCYHQ,PDXNVDCL1,3,43.34
OO9CCHL7V,PPRGTNK88,3,64.24
OO9CCHL7V,PZI3HVJSG,3,47.79
OG65RDBA1,POS698FZ3,1,51.64
OG65RDBA1,PBHUU33DL,2,41.53
OG65RDBA1,PTL6D0W88,2,62.99
OG65RDBA1,P4RKMEEQW,1,24.93
OG65RDBA1,P3RHIAYIF,1,86.59
OOAHCH0XD,PH25FES2M,2,67.05
OOAHCH0XD,PZD3ZOCZJ,2,47.33
OOAHCH0XD,P667EUNMD,2,39.67
OCOKNU0MF,PO26FLRGM,1,37.53
OCOKNU0MF,P8O8XJKMZ,3,78.98
OCOKNU0MF,PMVEGYWT6,3,68.9
OCOKNU0MF,P1LAPF5J5,1,65.44
O6OSZQCGC,PU8AR8VJJ,1,28.53
O6OSZQCGC,PAZ1KIFN5,1,93.33
OH0D7VA6V,PQJIHLO01,2,83.92
OH0D7VA6V,PQQ2Y05JB,3,41.86
OH0D7VA6V,PSCO545KJ,2,44.44
ONS1X6Y2G,PMFHBT9U3,2,26.31
ONS1X6Y2G,PMURR3BTM,1,47.82
ONS1X6Y2G,PPF7ND872,3,35.35
ONS1X6Y2G,PW96OUCJ8,1,19.51
ONS1X6Y2G,PQWNHMVTI,2,73.83
O5SUA2JQP,POTG3ZUA5,1,60.43
O9OJH70BL,PSVQBI3F6,2,25.94
OYFGV6F5F,PI7FRTYT8,3,57.87
OCDFJ3VPI,PU43RSXJS,1,83.83
O3XF3BZ3B,PMGVMCV7Y,1,39.39
O3XF3BZ3B,PT3APIZUV,3,55.43
O3XF3BZ3B,PTP71XAPE,2,57.17
O4RX6ZOAK,PD402JJ43,1,41.27
OZXJLEQ2D,P4RKMEEQW,2,24.93
OVSAFFXB3,P0QDP3RLZ,2,40.88
OVSAFFXB3,PX5JGZQUL,1,82.73
O2B9DDJ06,PERQDN4BG,2,23.57
